id,nombre,es_default,altura,peso,experiencia_base,tipos,habilidades,habilidades_ocultas,hp,ataque,defensa,ataque_especial,defensa_especial,velocidad,total_movimientos,movimientos,descripcion,es_legendario,es_mitico,tasa_captura,felicidad_base,habitat,generacion,cadena_evolucion_url,sprite_frente,sprite_shiny,fecha_extraccion
94,gengar,True,15,405,225,"ghost, poison",cursed-body,,60,65,60,130,75,110,124,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, hyper-beam, submission, counter, seismic-toss, strength, mega-drain, thunderbolt, thunder-wave, thunder, toxic, psychic, hypnosis, rage, night-shade, mimic, double-team, confuse-ray, haze, bide, metronome, self-destruct, lick, smog, skull-bash, dream-eater, poison-gas, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, sludge-bomb, zap-cannon, destiny-bond, perish-song, icy-wind, giga-drain, endure, swagger, mean-look, attract, sleep-talk, return, frustration, pain-split, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, rock-smash, uproar, torment, will-o-wisp, facade, focus-punch, taunt, trick, role-play, brick-break, knock-off, skill-swap, imprison, snatch, secret-power, astonish, shadow-punch, natural-gift, payback, embargo, fling, sucker-punch, toxic-spikes, poison-jab, dark-pulse, drain-punch, focus-blast, energy-ball, giga-impact, nasty-plot, shadow-claw, trick-room, gunk-shot, captivate, ominous-wind, wonder-room, venoshock, telekinesis, sludge-wave, acid-spray, foul-play, round, ally-switch, hex, reflect-type, phantom-force, confide, dazzling-gleam, infestation, power-up-punch, laser-focus, skitter-smack, poltergeist, corrosive-gas, tera-blast, psychic-noise","Se esconde entre las sombras. Se dice que donde Gengar acecha, la temperatura baja 5 °C.",False,False,45,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/40/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/94.png,2026-02-19T13:58:09.326960
95,onix,True,88,2100,77,"rock, ground","rock-head, sturdy, weak-armor",weak-armor,35,45,160,30,45,70,89,"bind, slam, headbutt, tackle, body-slam, take-down, double-edge, roar, strength, rock-throw, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, harden, defense-curl, bide, self-destruct, skull-bash, explosion, rest, rock-slide, substitute, snore, curse, flail, protect, scary-face, mud-slap, sandstorm, endure, rollout, swagger, attract, sleep-talk, return, frustration, dragon-breath, iron-tail, hidden-power, twister, sunny-day, psych-up, ancient-power, rock-smash, torment, facade, nature-power, taunt, secret-power, mud-sport, rock-tomb, sand-tomb, block, dragon-dance, rock-blast, gyro-ball, natural-gift, payback, rock-polish, dragon-pulse, earth-power, flash-cannon, rock-climb, iron-head, stone-edge, captivate, stealth-rock, head-smash, wide-guard, smack-down, heavy-slam, round, bulldoze, dragon-tail, drill-run, rototiller, confide, high-horsepower, brutal-swing, stomping-tantrum, body-press, breaking-swipe, meteor-beam, scorching-sands",Cava a gran velocidad en busca de comida. Los túneles que deja son usados por los Diglett.,False,False,45,70,cave,generation-i,https://pokeapi.co/api/v2/evolution-chain/41/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/95.png,2026-02-19T13:58:10.018892
96,drowzee,True,10,324,66,psychic,"insomnia, forewarn, inner-focus",inner-focus,60,48,45,43,90,42,115,"pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, flatter, facade, focus-punch, taunt, helping-hand, trick, role-play, assist, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, guard-swap, drain-punch, focus-blast, nasty-plot, psycho-cut, zen-headbutt, trick-room, captivate, grass-knot, power-split, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, expanding-force, tera-blast, trailblaze, psychic-noise",Adormece a sus enemigos y se come sus sueños. A veces se pone enfermo si come pesadillas.,False,False,190,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/42/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/96.png,2026-02-19T13:58:10.658888
97,hypno,True,16,756,169,psychic,"insomnia, forewarn, inner-focus",inner-focus,85,73,70,73,115,67,118,"pound, mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, disable, psybeam, hyper-beam, submission, low-kick, counter, seismic-toss, thunder-wave, toxic, confusion, psychic, hypnosis, meditate, rage, teleport, night-shade, mimic, double-team, confuse-ray, barrier, light-screen, haze, reflect, bide, metronome, swift, skull-bash, dream-eater, poison-gas, flash, psywave, rest, tri-attack, substitute, thief, mind-reader, nightmare, snore, curse, protect, scary-face, zap-cannon, endure, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, torment, facade, focus-punch, taunt, helping-hand, trick, role-play, magic-coat, recycle, brick-break, knock-off, endeavor, skill-swap, imprison, snatch, secret-power, signal-beam, calm-mind, wake-up-slap, natural-gift, fling, drain-punch, focus-blast, switcheroo, giga-impact, nasty-plot, zen-headbutt, trick-room, captivate, grass-knot, psyshock, telekinesis, magic-room, synchronoise, low-sweep, foul-play, round, stored-power, ally-switch, hex, draining-kiss, confide, dazzling-gleam, power-up-punch, psychic-terrain, body-press, expanding-force, tera-blast, trailblaze, psychic-noise","Lleva un péndulo en la mano. Una vez, hizo desaparecer a un niño al que había hipnotizado.",False,False,75,70,grassland,generation-i,https://pokeapi.co/api/v2/evolution-chain/42/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/97.png,2026-02-19T13:58:11.290389
98,krabby,True,4,65,65,water,"hyper-cutter, shell-armor, sheer-force",sheer-force,30,105,90,25,25,50,82,"vice-grip, guillotine, swords-dance, cut, slam, stomp, headbutt, body-slam, take-down, double-edge, leer, water-gun, surf, ice-beam, blizzard, bubble-beam, strength, dig, toxic, agility, rage, mimic, double-team, harden, haze, bide, amnesia, bubble, crabhammer, rest, rock-slide, slash, substitute, thief, snore, curse, flail, protect, mud-slap, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, superpower, brick-break, knock-off, secret-power, dive, mud-sport, rock-tomb, tickle, iron-defense, mud-shot, water-pulse, hammer-arm, brine, natural-gift, fling, night-slash, x-scissor, captivate, hone-claws, round, chip-away, ally-switch, scald, razor-shell, confide, liquidation","Ante el peligro, se camufla con las burbujas que desprende su boca, para parecer más grande.",False,False,225,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/43/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/98.png,2026-02-19T13:58:11.956954
99,kingler,True,13,600,166,water,"hyper-cutter, shell-armor, sheer-force",sheer-force,55,130,115,50,50,75,85,"vice-grip, guillotine, swords-dance, cut, slam, stomp, headbutt, body-slam, take-down, double-edge, leer, water-gun, hydro-pump, surf, ice-beam, blizzard, bubble-beam, hyper-beam, strength, dig, toxic, agility, rage, mimic, double-team, harden, bide, amnesia, bubble, crabhammer, rest, rock-slide, substitute, thief, snore, curse, flail, protect, mud-slap, icy-wind, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, metal-claw, hidden-power, rain-dance, ancient-power, rock-smash, whirlpool, hail, facade, superpower, brick-break, knock-off, secret-power, dive, mud-sport, rock-tomb, iron-defense, mud-shot, water-pulse, hammer-arm, brine, natural-gift, fling, x-scissor, giga-impact, captivate, hone-claws, wide-guard, round, ally-switch, scald, quash, razor-shell, confide, high-horsepower, brutal-swing, stomping-tantrum, liquidation","La pinza tan grande que tiene posee una fuerza de 10 000 caballos de potencia. Pero, por su gran tamaño, cuesta moverla.",False,False,60,70,waters-edge,generation-i,https://pokeapi.co/api/v2/evolution-chain/43/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/99.png,2026-02-19T13:58:12.613968
100,voltorb,True,5,104,66,electric,"soundproof, static, aftermath",aftermath,40,30,50,55,55,100,67,"headbutt, tackle, take-down, double-edge, sonic-boom, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, self-destruct, swift, flash, explosion, rest, substitute, thief, snore, curse, protect, zap-cannon, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, torment, facade, charge, taunt, helping-hand, magic-coat, recycle, secret-power, metal-sound, signal-beam, shock-wave, gyro-ball, natural-gift, sucker-punch, magnet-rise, discharge, charge-beam, electro-ball, foul-play, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, electric-terrain, tera-blast",Fue descubierto cuando se crearon las Poké Balls. Se dice que tiene algo que ver con ellas.,False,False,190,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/44/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/100.png,2026-02-19T13:58:13.399843
101,electrode,True,12,666,172,electric,"soundproof, static, aftermath",aftermath,60,50,70,80,80,150,73,"headbutt, tackle, take-down, double-edge, sonic-boom, hyper-beam, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, agility, rage, teleport, mimic, screech, double-team, light-screen, reflect, bide, self-destruct, swift, skull-bash, flash, explosion, rest, substitute, thief, snore, curse, protect, scary-face, zap-cannon, endure, rollout, swagger, spark, sleep-talk, return, frustration, hidden-power, rain-dance, mirror-coat, torment, facade, charge, taunt, helping-hand, magic-coat, secret-power, metal-sound, signal-beam, shock-wave, gyro-ball, natural-gift, sucker-punch, magnet-rise, giga-impact, discharge, charge-beam, telekinesis, electro-ball, foul-play, round, volt-switch, electroweb, wild-charge, confide, eerie-impulse, magnetic-flux, electric-terrain, tera-blast, supercell-slam",Explotan a la mínima. Por eso se les tiene mucho miedo. Estos Pokémon reciben el mote de Bomba Ball.,False,False,60,70,urban,generation-i,https://pokeapi.co/api/v2/evolution-chain/44/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/101.png,2026-02-19T13:58:15.084531
102,exeggcute,True,4,25,65,"grass, psychic","chlorophyll, harvest",harvest,60,40,80,60,45,40,88,"swords-dance, headbutt, take-down, double-edge, psybeam, strength, absorb, mega-drain, leech-seed, solar-beam, poison-powder, stun-spore, sleep-powder, toxic, confusion, psychic, hypnosis, rage, teleport, mimic, double-team, light-screen, reflect, bide, self-destruct, egg-bomb, dream-eater, barrage, flash, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, protect, sludge-bomb, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, synthesis, moonlight, hidden-power, sunny-day, psych-up, ancient-power, uproar, facade, nature-power, helping-hand, trick, ingrain, skill-swap, imprison, secret-power, extrasensory, bullet-seed, block, gravity, natural-gift, lucky-chant, power-swap, worry-seed, seed-bomb, energy-ball, zen-headbutt, trick-room, leaf-storm, captivate, grass-knot, psyshock, telekinesis, round, stored-power, bestow, grassy-terrain, confide, infestation, grassy-glide, tera-blast, psychic-noise","Estos seis huevos se comunican por telepatía. Si se separan, se pueden reunir rápidamente.",False,False,90,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/45/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/102.png,2026-02-19T13:58:15.871253
103,exeggutor,True,20,1200,186,"grass, psychic","chlorophyll, harvest",harvest,95,95,85,125,75,55,99,"swords-dance, stomp, headbutt, body-slam, take-down, double-edge, psybeam, hyper-beam, low-kick, strength, absorb, mega-drain, leech-seed, solar-beam, stun-spore, earthquake, toxic, confusion, psychic, hypnosis, rage, teleport, mimic, double-team, light-screen, reflect, bide, self-destruct, egg-bomb, dream-eater, barrage, flash, psywave, explosion, rest, substitute, thief, nightmare, snore, curse, protect, sludge-bomb, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, synthesis, hidden-power, sunny-day, psych-up, ancient-power, future-sight, uproar, facade, nature-power, helping-hand, trick, skill-swap, imprison, secret-power, extrasensory, bullet-seed, block, magical-leaf, calm-mind, gravity, natural-gift, power-swap, worry-seed, seed-bomb, energy-ball, giga-impact, psycho-cut, zen-headbutt, trick-room, leaf-storm, power-whip, captivate, grass-knot, wood-hammer, psyshock, telekinesis, round, stored-power, bulldoze, grassy-terrain, confide, infestation, psychic-terrain, stomping-tantrum, expanding-force, grassy-glide, terrain-pulse, tera-blast, psychic-noise","Sus tres cabezas piensan de forma independiente. Sin embargo, son amigas y no suelen discutir nunca.",False,False,45,70,forest,generation-i,https://pokeapi.co/api/v2/evolution-chain/45/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/103.png,2026-02-19T13:58:16.606922
104,cubone,True,4,65,64,ground,"rock-head, lightning-rod, battle-armor",battle-armor,50,50,95,40,50,35,96,"mega-punch, fire-punch, thunder-punch, swords-dance, double-kick, mega-kick, headbutt, body-slam, take-down, thrash, double-edge, tail-whip, leer, growl, flamethrower, water-gun, ice-beam, blizzard, bubble-beam, submission, low-kick, counter, seismic-toss, strength, earthquake, fissure, dig, toxic, rage, mimic, screech, double-team, focus-energy, bide, bone-club, fire-blast, swift, skull-bash, bonemerang, rest, rock-slide, substitute, thief, snore, curse, protect, belly-drum, mud-slap, perish-song, icy-wind, detect, bone-rush, sandstorm, endure, false-swipe, swagger, fury-cutter, attract, sleep-talk, return, frustration, dynamic-punch, iron-tail, hidden-power, sunny-day, ancient-power, rock-smash, uproar, facade, focus-punch, brick-break, knock-off, endeavor, secret-power, rock-tomb, aerial-ace, iron-defense, natural-gift, fling, earth-power, rock-climb, iron-head, captivate, stealth-rock, smack-down, round, echoed-voice, chip-away, incinerate, retaliate, bulldoze, confide, power-up-punch, brutal-swing, stomping-tantrum, scorching-sands",Lleva puesto el cráneo de su madre. Cuando se siente solo se pone a gritar muy fuerte.,False,False,190,70,mountain,generation-i,https://pokeapi.co/api/v2/evolution-chain/46/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/104.png,2026-02-19T13:58:17.273338
